051113,997.00,997.00,990.00,997.00,36,8,35857.00,7.0,0.0,995.25
011113,997.00,1001.00,997.00,1001.00,35,4,34995.00,4.0,4.0,999.0
251013,995.40,995.40,995.00,995.16,61,7,60705.00,0.39999999999997726,-0.2400000000000091,995.24
241013,997.00,997.00,995.40,995.40,69,13,68756.00,1.6000000000000227,-1.6000000000000227,996.2
231013,995.40,999.00,995.40,999.00,35,8,34882.00,3.6000000000000227,3.6000000000000227,997.2
181013,995.50,995.50,995.50,995.50,50,10,49775.00,0.0,0.0,995.5
171013,990.00,1004.00,990.00,1002.00,121,20,120639.00,14.0,12.0,996.5
151013,995.75,995.75,995.75,995.75,8,1,7966.00,0.0,0.0,995.75
141013,996.42,996.42,996.42,996.42,12,2,11957.00,0.0,0.0,996.42
111013,1000.00,1000.00,996.42,996.42,205,5,204982.00,3.580000000000041,-3.580000000000041,998.21
081013,990.01,999.90,986.00,997.01,177,34,175594.00,13.899999999999977,7.0,993.23
