011113,0.54,0.54,0.50,0.50,4,2,2.00,0.040000000000000036,-0.040000000000000036,0.52
251013,0.58,0.58,0.58,0.58,21,1,12.00,0.0,0.0,0.58
241013,0.60,0.60,0.60,0.60,2817,3,1690.00,0.0,0.0,0.6
231013,0.59,0.63,0.59,0.63,9034,4,5690.00,0.040000000000000036,0.040000000000000036,0.61
221013,0.58,0.60,0.57,0.60,350,4,208.00,0.030000000000000027,0.020000000000000018,0.5875
211013,0.58,0.58,0.58,0.58,25,1,14.00,0.0,0.0,0.58
171013,0.60,0.60,0.60,0.60,50,1,30.00,0.0,0.0,0.6
151013,0.68,0.68,0.63,0.63,376,4,255.00,0.050000000000000044,-0.050000000000000044,0.655
111013,0.65,0.65,0.63,0.65,25,4,16.00,0.020000000000000018,0.0,0.645
101013,0.66,0.66,0.66,0.66,11,2,7.00,0.0,0.0,0.66
091013,0.65,0.69,0.63,0.69,1022,3,703.00,0.05999999999999994,0.039999999999999925,0.6649999999999999
081013,0.66,0.66,0.66,0.66,31,1,20.00,0.0,0.0,0.66
071013,0.69,0.69,0.69,0.69,32,1,22.00,0.0,0.0,0.69
041013,0.72,0.72,0.72,0.72,1,1,0.00,0.0,0.0,0.72
031013,0.75,0.75,0.75,0.75,21,1,15.00,0.0,0.0,0.75
011013,0.78,0.78,0.78,0.78,1500,3,1170.00,0.0,0.0,0.78
300913,0.75,0.75,0.75,0.75,11,1,8.00,0.0,0.0,0.75
010213,1.95,1.95,1.95,1.95,7090,9,13825.00,0.0,0.0,1.95
280113,2.37,2.37,2.37,2.37,2000,6,4740.00,0.0,0.0,2.37
