220213,18.50,18.50,18.50,18.50,218,1,4033.00,0.0,0.0,18.5
210213,17.00,18.45,17.00,18.30,336,10,6043.00,1.4499999999999993,1.3000000000000007,17.6875
200213,17.05,18.55,17.05,17.60,57,6,1051.00,1.5,0.5500000000000007,17.5625
190213,18.50,18.50,17.50,17.70,159,5,2909.00,1.0,-0.8000000000000007,18.05
180213,18.00,18.00,18.00,18.00,600,3,10800.00,0.0,0.0,18.0
150213,17.15,17.35,17.00,17.15,1310,6,22593.00,0.3500000000000014,0.0,17.1625
140213,17.75,17.75,17.50,17.50,270,4,4740.00,0.25,-0.25,17.625
130213,19.20,19.20,18.00,18.00,2144,11,39687.00,1.1999999999999993,-1.1999999999999993,18.6
010213,18.20,18.20,18.20,18.20,767,4,13959.00,0.0,0.0,18.2
280113,18.25,18.25,18.25,18.25,76,2,1387.00,0.0,0.0,18.25
