051113,84.50,84.50,79.60,80.20,3093,313,249600.00,4.900000000000006,-4.299999999999997,82.2
031113,91.95,91.95,79.00,79.95,891,167,71108.00,12.950000000000003,-12.0,85.71249999999999
011113,75.15,80.00,75.15,78.85,835,273,65795.00,4.849999999999994,3.6999999999999886,77.2875
251013,81.90,81.90,79.50,80.45,965,99,77566.00,2.4000000000000057,-1.4500000000000028,80.9375
241013,79.00,81.00,79.00,81.00,37,15,2948.00,2.0,2.0,80.0
231013,79.00,81.90,79.00,80.00,2663,39,211506.00,2.9000000000000057,1.0,79.975
221013,79.80,79.80,78.40,79.00,8835,122,697550.00,1.3999999999999915,-0.7999999999999972,79.25
211013,82.00,82.00,80.85,81.95,9976,267,813370.00,1.1500000000000057,-0.04999999999999716,81.7
181013,82.90,82.90,81.50,82.00,5349,98,439353.00,1.4000000000000057,-0.9000000000000057,82.325
171013,84.30,84.30,79.00,82.25,6410,93,527580.00,5.299999999999997,-2.049999999999997,82.4625
151013,97.00,97.00,81.80,82.35,5451,162,452825.00,15.200000000000003,-14.650000000000006,89.5375
141013,82.35,85.25,81.00,83.20,12142,576,1018433.00,4.25,0.8500000000000085,82.95
111013,81.40,84.00,78.55,80.60,10871,807,878447.00,5.450000000000003,-0.8000000000000114,81.13749999999999
101013,79.00,79.00,77.10,78.50,1023,155,80419.00,1.9000000000000057,-0.5,78.4
091013,79.50,79.50,77.85,78.00,2108,96,164854.00,1.6500000000000057,-1.5,78.7125
081013,78.95,79.00,77.35,78.50,1685,67,132425.00,1.6500000000000057,-0.45000000000000284,78.44999999999999
071013,82.00,82.00,77.70,77.90,2736,57,213825.00,4.299999999999997,-4.099999999999994,79.9
041013,82.00,82.00,79.20,79.50,2447,72,195682.00,2.799999999999997,-2.5,80.675
031013,82.00,84.95,79.65,81.95,1114,216,90826.00,5.299999999999997,-0.04999999999999716,82.1375
011013,77.30,82.45,77.30,80.90,693,70,55556.00,5.150000000000006,3.6000000000000085,79.48750000000001
300913,95.00,95.00,79.20,80.55,3287,111,267981.00,15.799999999999997,-14.450000000000003,87.4375
220213,97.00,103.85,97.00,102.50,6446,278,649175.00,6.849999999999994,5.5,100.0875
210213,96.15,99.00,95.00,97.80,4838,153,469531.00,4.0,1.6499999999999915,96.9875
200213,94.00,99.00,94.00,97.35,3063,159,296432.00,5.0,3.3499999999999943,96.0875
190213,94.25,97.90,94.05,95.85,10294,163,972578.00,3.8500000000000085,1.5999999999999943,95.51249999999999
180213,95.15,99.70,92.00,93.55,4375,437,412589.00,7.700000000000003,-1.6000000000000085,95.10000000000001
150213,93.75,101.00,93.75,98.95,1587,251,155284.00,7.25,5.200000000000003,96.8625
140213,96.00,96.00,93.00,93.70,461,87,43521.00,3.0,-2.299999999999997,94.675
130213,97.80,98.55,94.05,95.60,19270,203,1847892.00,4.5,-2.200000000000003,96.5
010213,118.90,119.80,111.25,114.00,3293,289,380132.00,8.549999999999997,-4.900000000000006,115.9875
280113,120.10,120.10,117.10,119.30,1176,96,140844.00,3.0,-0.7999999999999972,119.14999999999999
