Pieter Strydom ,10,8,3,48,34,9.60,94,51.06,0,0,2,0,3,0
David Terbrugge ,4,2,1,5,5,5.00,14,35.71,0,0,0,0,0,0
Neil McKenzie ,64,55,10,1688,131*,37.51,2432,69.40,2,10,142,8,21,0
Charl Willoughby ,3,2,0,0,0,0.00,4,0.00,0,0,0,0,0,0
Nic Pothas ,3,1,0,24,24,24.00,41,58.53,0,0,0,0,4,1
Shafiek Abrahams ,1,1,1,16,16*,-,26,61.53,0,0,2,0,1,0
Justin Kemp ,85,66,18,1512,100*,31.50,1819,83.12,1,10,98,60,33,0
Justin Ontong ,28,16,2,184,32,13.14,267,68.91,0,0,18,1,15,0
Andre Nel ,79,22,12,127,30*,12.70,166,76.50,0,0,14,3,21,0
Claude Henderson ,4,-,-,-,-,-,-,-,-,-,-,-,0,0
Charl Langeveldt ,72,21,10,73,12,6.63,124,58.87,0,0,8,0,11,0
Graeme Smith ,197,194,10,6989,141,37.98,8648,80.81,10,47,788,44,105,0
Jon Kent ,2,-,-,-,-,-,-,-,-,-,-,-,1,0
Robin Peterson ,77,40,14,545,68,20.96,676,80.62,0,1,51,4,27,0
Martin van Jaarsveld ,11,7,1,124,45,20.66,169,73.37,0,0,16,0,4,0
Ashwell Prince ,52,41,12,1018,89*,35.10,1502,67.77,0,3,77,4,26,0
Monde Zondeki ,13,3,2,4,3*,4.00,5,80.00,0,0,0,0,3,0
Jacques Rudolph ,45,39,6,1174,81,35.57,1725,68.05,0,7,109,5,11,0
Morne van Wyk ,13,13,1,331,82,27.58,467,70.87,0,3,37,2,8,1
Albie Morkel ,58,43,10,782,97,23.69,780,100.25,0,2,71,25,15,0
Jean-Paul Duminy ,115,106,23,3260,150*,39.27,3900,83.58,3,18,208,46,46,0
AB de Villiers ,159,153,25,6331,146,49.46,6746,93.84,16,36,572,109,134,3
Andrew Puttick ,1,1,0,0,0,0.00,5,0.00,0,0,0,0,1,0
Johan Botha ,78,50,18,609,46,19.03,710,85.77,0,0,56,3,36,0
Garnett Kruger ,3,2,1,0,0*,0.00,10,0.00,0,0,0,0,1,0
Dale Steyn ,79,31,7,176,35,7.33,274,64.23,0,0,11,5,21,0
Johan van der Wath ,10,8,2,89,37*,14.83,70,127.14,0,0,3,8,3,0
Loots Bosman ,14,12,0,301,88,25.08,305,98.68,0,2,37,9,3,0
Alviro Petersen ,21,19,1,504,80,28.00,610,82.62,0,4,54,3,5,0
Vernon Philander ,13,9,4,103,23,20.60,120,85.83,0,0,12,0,4,0
Thandi Tshabalala ,4,1,1,2,2*,-,3,66.66,0,0,0,0,0,0
Gulam Bodi ,2,2,0,83,51,41.50,132,62.87,0,1,9,1,1,0
Morne Morkel ,73,30,9,177,25,8.42,230,76.95,0,0,16,5,19,0
Hashim Amla ,85,82,6,4054,150,53.34,4497,90.14,12,23,403,19,40,0
Paul Harris ,3,-,-,-,-,-,-,-,-,-,-,-,2,0
Johann Louw ,3,1,0,23,23,23.00,7,328.57,0,0,1,3,0,0
Vaughn van Jaarsveld ,2,2,0,9,5,4.50,15,60.00,0,0,0,0,1,0
Wayne Parnell ,33,18,5,283,56,21.76,356,79.49,0,1,25,4,4,0
Lonwabo Tsotsobe ,61,21,13,56,16*,7.00,109,51.37,0,0,7,1,9,0
Roelof van der Merwe ,13,7,3,39,12,9.75,41,95.12,0,0,3,2,3,0
Ryan McLaren ,40,32,12,410,71*,20.50,551,74.41,0,1,36,6,10,0
David Miller ,40,37,11,811,85*,31.19,837,96.89,0,6,57,24,12,0
Colin Ingram ,31,29,3,843,124,32.42,1024,82.32,3,3,82,10,12,0
Rusty Theron ,4,1,0,5,5,5.00,5,100.00,0,0,0,0,4,0
Faf du Plessis ,47,45,5,1102,72,27.55,1319,83.54,0,7,97,13,27,0
Imran Tahir ,13,5,3,5,3,2.50,17,29.41,0,0,0,0,5,0
Marchant de Lange ,1,-,-,-,-,-,-,-,-,-,-,-,0,0
Dean Elgar ,5,4,0,93,42,23.25,158,58.86,0,0,4,0,3,0
Quinton de Kock ,16,16,0,741,135,46.31,856,86.56,4,0,80,9,25,0
Rory Kleinveldt ,10,7,0,105,43,15.00,124,84.67,0,0,9,5,4,0
Farhaan Behardien ,11,10,2,172,58,21.50,218,78.89,0,1,12,3,4,0
Aaron Phangiso ,5,4,1,27,18*,9.00,47,57.44,0,0,4,0,0,0
Kyle Abbott ,2,1,0,5,5,5.00,4,125.00,0,0,1,0,2,0
Chris Morris ,5,3,1,13,9*,6.50,25,52.00,0,0,0,0,0,0
Henry Davids ,2,2,0,8,7,4.00,24,33.33,0,0,0,0,0,0
