Jimmy Cook ,4,4,0,67,35,16.75,118,56.77,0,0,4,0,1,0
Allan Donald ,164,40,18,95,13,4.31,279,34.05,0,0,2,0,28,0
Andrew Hudson ,89,88,1,2559,161,29.41,3960,64.62,2,18,278,15,18,0
Peter Kirsten ,40,40,6,1293,97,38.02,2308,56.02,0,9,90,8,11,0
Adrian Kuiper ,25,23,7,539,63*,33.68,662,81.41,0,3,37,11,3,0
Brian McMillan ,78,52,16,841,127,23.36,1147,73.32,1,0,55,7,42,0
Clive Rice ,3,2,0,26,14,13.00,37,70.27,0,0,1,1,0,0
David Richardson ,122,77,33,868,53,19.72,1298,66.87,0,1,33,1,148,17
Tim Shaw ,9,6,4,26,17*,13.00,35,74.28,0,0,1,0,2,0
Richard Snell ,42,28,8,322,63,16.10,330,97.57,0,2,20,4,7,0
Kepler Wessels ,109,105,7,3367,107,34.35,6088,55.30,1,26,263,2,49,0
Clive Eksteen ,6,2,2,6,6*,-,25,24.00,0,0,0,0,3,0
Craig Matthews ,56,22,9,141,26,10.84,202,69.80,0,0,5,2,10,0
Mandy Yachad ,1,1,0,31,31,31.00,77,40.25,0,0,1,0,1,0
Hansie Cronje ,188,175,31,5565,112,38.64,7277,76.47,2,39,366,94,73,0
Meyrick Pringle ,17,8,3,48,13*,9.60,56,85.71,0,0,2,0,2,0
Jonty Rhodes ,245,220,51,5935,121,35.11,7336,80.90,2,33,392,47,105,0
Tertius Bosch ,2,-,-,-,-,-,-,-,-,-,-,-,0,0
Omar Henry ,3,3,1,20,11,10.00,26,76.92,0,0,2,0,1,0
Mark Rushmere ,4,4,0,78,35,19.50,174,44.82,0,0,4,0,1,0
Corrie van Zyl ,2,2,1,3,3*,3.00,11,27.27,0,0,0,0,0,0
Dave Callaghan ,29,25,6,493,169*,25.94,726,67.90,1,0,43,5,6,0
Fanie de Villiers ,83,36,15,170,20*,8.09,218,77.98,0,0,13,2,15,0
Brett Schultz ,1,-,-,-,-,-,-,-,-,-,-,-,0,0
Daryll Cullinan ,138,133,16,3860,124,32.99,5492,70.28,3,23,298,33,62,0
Errol Stewart ,6,6,2,61,23*,15.25,116,52.58,0,0,5,0,5,0
Pat Symcox ,80,54,13,694,61,16.92,830,83.61,0,3,48,22,23,0
Gary Kirsten ,185,185,19,6798,188*,40.95,9436,72.04,13,45,659,20,61,1
Dave Rundle ,2,2,0,6,6,3.00,11,54.54,0,0,1,0,3,0
Eric Simons ,23,18,4,217,24,15.50,295,73.55,0,0,10,3,6,0
Derek Crookes ,32,23,3,296,54,14.80,412,71.84,0,1,20,5,20,0
Mike Rindel ,22,22,1,575,106,27.38,860,66.86,1,2,56,0,8,0
Steven Jack ,2,2,0,7,6,3.50,8,87.50,0,0,0,0,3,0
Nicky Boje ,115,71,18,1414,129,26.67,1594,88.70,2,4,135,13,33,0
Gerhardus Liebenberg ,4,4,0,94,39,23.50,199,47.23,0,0,8,0,0,0
Rudi Steyn ,1,1,0,4,4,4.00,14,28.57,0,0,0,0,0,0
Paul Adams ,24,9,5,66,33*,16.50,124,53.22,0,0,5,0,7,0
Jacques Kallis ,325,311,53,11574,139,44.86,15866,72.94,17,86,911,137,129,0
Shaun Pollock ,303,205,72,3519,130,26.45,4059,86.69,1,14,248,58,108,0
Lance Klusener ,171,137,50,3576,103*,41.10,3977,89.91,2,19,293,76,35,0
Steve Palframan ,7,4,0,55,28,13.75,80,68.75,0,0,8,0,9,0
Herschelle Gibbs ,248,240,16,8094,175,36.13,9721,83.26,21,37,930,128,108,0
Rudi Bryson ,7,4,3,32,17*,32.00,25,128.00,0,0,2,1,1,0
Adam Bacher ,13,13,0,270,56,20.76,469,57.56,0,1,26,0,4,0
Louis Koen ,5,5,0,82,28,16.40,169,48.52,0,0,9,0,3,0
Mark Boucher ,295,221,57,4686,147*,28.57,5528,84.76,1,26,356,83,403,22
Makhaya Ntini ,173,47,24,199,42*,8.65,298,66.77,0,0,16,6,30,0
Steve Elworthy ,39,16,8,100,23,12.50,160,62.50,0,0,10,1,9,0
Roger Telemachus ,37,15,3,73,29,6.08,94,77.65,0,0,4,3,4,0
Nantie Hayward ,21,5,1,12,4,3.00,28,42.85,0,0,0,0,4,0
Dale Benkenstein ,23,20,3,305,69,17.94,463,65.87,0,1,20,0,3,0
Alan Dawson ,19,7,4,69,23*,23.00,67,102.98,0,0,9,1,2,0
Henry Williams ,7,2,1,8,7,8.00,11,72.72,0,0,0,0,2,0
Andrew Hall ,88,56,13,905,81,21.04,1206,75.04,0,3,90,10,29,0
Victor Mpitsang ,2,1,1,1,1*,-,1,100.00,0,0,0,0,0,0
Boeta Dippenaar ,107,95,14,3421,125*,42.23,5047,67.78,4,26,334,16,36,0
