Ramiz Raja ,198,197,15,5841,119*,32.09,9226,63.31,9,31,,33,0,<b>First-class</b>
Zulqarnain ,16,6,3,18,11*,6.00,30,60.00,0,0,0,1,18,5
Saleem Jaffar ,39,13,11,36,10*,18.00,73,49.31,0,0,0,0,3,0
Asif Mujtaba ,66,55,14,1068,113*,26.04,1671,63.91,1,6,66,2,18,0
Ijaz Ahmed ,250,232,29,6564,139*,32.33,8174,80.30,10,37,,,90,0
Younis Ahmed ,2,2,0,84,58,42.00,151,55.62,0,1,6,0,1,0
Zahid Ahmed ,2,2,1,3,3*,3.00,13,23.07,0,0,0,0,0,0
Shakeel Khan ,1,1,0,0,0,0.00,4,0.00,0,0,0,0,0,0
Haafiz Shahid ,3,3,2,11,7*,11.00,23,47.82,0,0,0,0,0,0
Aamer Malik ,24,23,1,556,90,25.27,989,56.21,0,5,,,13,3
Moin-ul-Atiq ,5,5,0,199,105,39.80,279,71.32,1,0,0,0,<b>First-class</b>,145
Aaqib Javed ,163,51,26,267,45*,10.68,456,58.55,0,0,15,7,24,0
Saeed Anwar ,247,244,19,8824,194,39.21,10938,80.67,20,43,938,97,42,0
Mushtaq Ahmed ,144,76,34,399,34*,9.50,698,57.16,0,0,21,1,30,0
Shahid Saeed ,10,10,0,141,50,14.10,316,44.62,0,1,7,1,2,0
Waqar Younis ,262,139,45,969,37,10.30,1445,67.05,0,0,58,21,35,0
Sohail Fazal ,2,2,0,56,32,28.00,59,94.91,0,0,2,3,1,0
Akram Raza ,49,25,14,193,33*,17.54,310,62.25,0,0,8,2,19,0
Maqsood Rana ,1,1,0,5,5,5.00,13,38.46,0,0,0,0,0,0
Nadeem Ghauri ,6,3,2,14,7*,14.00,25,56.00,0,0,0,0,0,0
Sajjad Akbar ,2,1,0,5,5,5.00,9,55.55,0,0,0,0,0,0
Mansoor Rana ,2,2,0,15,10,7.50,24,62.50,0,0,1,0,0,0
Zahid Fazal ,19,18,3,348,98*,23.20,584,59.58,0,2,21,3,2,0
Moin Khan ,219,183,41,3266,72*,23.00,4017,81.30,0,12,218,61,214,73
Aamer Sohail ,156,155,5,4780,134,31.86,7297,65.50,5,31,,,49,0
Inzamam-ul-Haq ,378,350,53,11739,137*,39.52,15812,74.24,10,83,971,144,113,0
Iqbal Sikander ,4,1,1,1,1*,-,3,33.33,0,0,0,0,0,0
Wasim Haider ,3,2,0,26,13,13.00,70,37.14,0,0,1,0,0,0
Tanvir Mehdi ,1,1,0,0,0,0.00,5,0.00,0,0,0,0,0,0
Rashid Latif ,166,117,29,1709,79,19.42,2237,76.39,0,3,125,18,182,38
Ata-ur-Rehman ,30,13,6,34,11*,4.85,76,44.73,0,0,2,0,0,0
Arshad Khan ,58,29,18,133,20,12.09,217,61.29,0,0,6,1,10,0
Ghulam Ali ,3,3,0,53,38,17.66,121,43.80,0,0,2,0,0,0
Basit Ali ,50,43,6,1265,127*,34.18,1669,75.79,1,9,81,18,15,0
Aamer Nazir ,9,3,2,13,9*,13.00,20,65.00,0,0,0,0,0,0
Nadeem Khan ,2,1,0,2,2,2.00,3,66.66,0,0,0,0,0,0
Aamer Hanif ,5,4,2,89,36*,44.50,128,69.53,0,0,6,0,0,0
Irfan Bhatti ,1,-,-,-,-,-,-,-,-,-,-,-,1,0
Ashfaq Ahmed ,3,-,-,-,-,-,-,-,-,-,-,-,0,0
Kabir Khan ,10,5,4,10,5,10.00,25,40.00,0,0,0,0,1,0
Shakeel Ahmed ,2,2,0,61,36,30.50,128,47.65,0,0,3,0,0,0
Naeem Ashraf ,2,2,1,24,16,24.00,43,55.81,0,0,2,0,0,0
Zafar Iqbal ,8,6,0,48,18,8.00,62,77.41,0,0,2,1,1,0
Javed Qadeer ,1,1,0,12,12,12.00,23,52.17,0,0,1,0,1,0
Mahmood Hamid ,1,1,0,1,1,1.00,6,16.66,0,0,0,0,0,0
Mohammad Akram ,23,9,7,14,7*,7.00,34,41.17,0,0,1,0,8,0
Saleem Elahi ,48,47,4,1579,135,36.72,2214,71.31,4,9,162,9,10,0
Saqlain Mushtaq ,169,98,38,711,37*,11.85,1434,49.58,0,0,45,4,40,0
Saeed Azad ,4,4,0,65,31,16.25,131,49.61,0,0,7,0,2,0
Shadab Kabir ,3,3,0,0,0,0.00,5,0.00,0,0,0,0,1,0
Shahid Anwar ,1,1,0,37,37,37.00,44,84.09,0,0,6,0,0,0
Shahid Nazir ,17,8,7,25,8,25.00,43,58.13,0,0,3,0,4,0
Azhar Mahmood ,143,110,26,1521,67,18.10,1988,76.50,0,3,119,24,37,0
Shahid Afridi ,373,345,23,7516,124,23.34,6529,115.11,6,35,679,323,119,0
Hasan Raza ,16,13,0,242,77,18.61,480,50.41,0,1,11,1,1,0
Abdul Razzaq ,265,228,57,5080,112,29.70,6252,81.25,3,23,382,124,35,0
Azam Khan ,6,5,0,116,72,23.20,177,65.53,0,1,6,0,2,0
Zahoor Elahi ,14,14,1,297,86,22.84,507,58.57,0,3,25,6,2,0
Mohammad Wasim ,25,25,2,543,76,23.60,1043,52.06,0,3,33,1,9,0
Mohammad Zahid ,11,4,2,15,7*,7.50,22,68.18,0,0,1,1,1,0
Mujahid Jamshed ,4,3,1,27,23,13.50,54,50.00,0,0,2,0,0,0
Ijaz Ahmed ,2,1,1,3,3*,-,2,150.00,0,0,0,0,1,0
Mohammad Hussain ,14,12,7,154,31*,30.80,136,113.23,0,0,11,4,5,0
Akhtar Sarfraz ,4,4,0,66,25,16.50,99,66.66,0,0,4,1,0,0
Manzoor Akhtar ,7,4,0,97,44,24.25,147,65.98,0,0,3,0,1,0
Fazl-e-Akbar ,2,1,0,7,7,7.00,8,87.50,0,0,0,0,0,0
Mohammad Yousuf ,288,273,40,9720,141*,41.71,12942,75.10,15,64,785,90,58,0
Shoaib Akhtar ,163,84,40,394,43,8.95,538,73.23,0,0,27,12,20,0
Asif Mahmood ,2,2,0,14,14,7.00,34,41.17,0,0,2,0,0,0
Wajahatullah Wasti ,15,15,0,349,84,23.26,713,48.94,0,1,38,2,5,0
Imran Nazir ,79,79,2,1895,160,24.61,2339,81.01,2,9,235,32,26,0
Shabbir Ahmed ,32,11,5,10,2,1.66,29,34.48,0,0,0,0,10,0
Shoaib Malik ,216,193,25,5490,143,32.67,7013,78.28,7,31,460,61,75,0
Imran Abbas ,2,2,0,29,28,14.50,63,46.03,0,0,0,0,1,0
Yasir Arafat ,11,8,3,74,27,14.80,110,67.27,0,0,7,1,2,0
Younis Khan ,253,243,23,7014,144,31.88,9307,75.36,6,48,560,53,131,0
Faisal Iqbal ,18,16,2,314,100*,22.42,519,60.50,1,0,24,4,3,0
Irfan Fazil ,1,1,0,15,15,15.00,16,93.75,0,0,0,0,0,0
Atiq-uz-Zaman ,3,3,1,34,18,17.00,36,94.44,0,0,2,0,3,1
Imran Farhat ,58,58,2,1719,107,30.69,2489,69.06,1,13,190,16,14,0
Humayun Farhat ,5,3,0,60,39,20.00,56,107.14,0,0,5,2,4,3
Mohammad Sami ,85,46,19,314,46,11.62,490,64.08,0,0,16,10,19,0
Kashif Raza ,1,1,1,2,2*,-,2,100.00,0,0,0,0,0,0
Taufeeq Umar ,22,22,1,504,81*,24.00,895,56.31,0,3,51,2,9,0
Danish Kaneria ,18,10,8,12,6*,6.00,22,54.54,0,0,1,0,2,0
Naved Latif ,11,11,0,262,113,23.81,417,62.82,1,0,32,2,2,0
Misbah-ul-Haq ,141,128,31,4384,96*,45.19,5930,73.92,0,35,293,67,63,0
Kamran Akmal ,154,135,14,3168,124,26.18,3779,83.83,5,10,371,34,156,31
Mohammad Hafeez ,141,141,9,4096,140*,31.03,5644,72.57,9,18,430,51,47,0
Umar Gul ,119,59,16,422,39,9.81,607,69.52,0,0,35,11,15,0
Naved-ul-Hasan ,74,51,18,524,33,15.87,620,84.51,0,0,38,16,16,0
Yasir Hameed ,56,56,1,2028,127*,36.87,3029,66.95,3,12,219,6,14,0
Faisal Athar ,1,1,0,9,9,9.00,38,23.68,0,0,1,0,0,0
Junaid Zia ,4,2,1,2,2*,2.00,7,28.57,0,0,0,0,0,0
Salman Butt ,78,78,4,2725,136,36.82,3572,76.28,8,14,343,7,20,0
Bazid Khan ,5,5,0,131,66,26.20,232,56.46,0,2,7,1,1,0
Iftikhar Anjum ,62,34,19,234,32,15.60,378,61.90,0,0,15,3,10,0
Mohammad Khalil ,3,1,1,0,0*,-,0,-,0,0,0,0,2,0
Mohammad Asif ,38,16,7,34,6,3.77,100,34.00,0,0,2,0,5,0
Abdur Rehman ,30,22,6,134,31,8.37,255,52.54,0,0,11,1,7,0
Fawad Alam ,27,25,9,603,64,37.68,817,73.80,0,4,32,1,9,0
Najaf Shah ,1,1,0,0,0,0.00,2,0.00,0,0,0,0,0,0
Sohail Tanvir ,58,36,9,347,59,12.85,412,84.22,0,1,41,3,13,0
Sarfraz Ahmed ,26,15,4,201,46*,18.27,281,71.53,0,0,10,0,19,10
Nasir Jamshed ,43,43,3,1383,112,34.57,1807,76.53,3,8,148,18,12,0
Samiullah Khan ,2,-,-,-,-,-,-,-,-,-,-,-,0,0
Kamran Hussain ,2,1,1,28,28*,-,21,133.33,0,0,2,0,0,0
Khalid Latif ,5,5,0,147,64,29.40,228,64.47,0,1,13,0,1,0
Sohail Khan ,5,1,0,4,4,4.00,9,44.44,0,0,1,0,0,0
Abdur Rauf ,4,-,-,-,-,-,-,-,-,-,-,-,2,0
Khurram Manzoor ,7,7,0,236,83,33.71,375,62.93,0,3,21,0,3,0
Rizwan Ahmed ,1,-,-,-,-,-,-,-,-,-,-,-,1,0
Wahab Riaz ,39,29,7,291,47*,13.22,378,76.98,0,0,21,13,10,0
Naumanullah ,1,1,0,5,5,5.00,4,125.00,0,0,1,0,0,0
Mansoor Amjad ,1,1,0,5,5,5.00,10,50.00,0,0,0,0,0,0
Saeed Ajmal ,105,65,23,307,33,7.30,510,60.19,0,0,22,0,23,0
Ahmed Shehzad ,40,40,1,1286,124,32.97,1831,70.23,4,5,126,13,14,0
Mohammad Amir ,15,12,4,167,73*,20.87,214,78.03,0,1,18,3,6,0
Umar Akmal ,89,78,13,2370,102*,36.46,2783,85.15,1,17,194,40,54,11
Shahzaib Hasan ,3,3,0,100,50,33.33,113,88.49,0,1,13,2,0,0
Umar Amin ,14,14,1,250,59,19.23,361,69.25,0,1,27,2,3,0
Asad Shafiq ,46,45,3,1096,84,26.09,1579,69.41,0,8,95,4,10,0
Mohammad Irfan ,27,15,10,21,4*,4.20,63,33.33,0,0,3,0,5,0
Zulqarnain Haider ,4,4,2,48,19*,24.00,68,70.58,0,0,3,0,1,1
Hammad Azam ,8,6,2,76,36,19.00,119,63.86,0,0,5,2,3,0
Junaid Khan ,42,17,8,48,25,5.33,95,50.52,0,0,3,1,5,0
Mohammad Salman ,7,3,1,22,19*,11.00,39,56.41,0,0,2,0,8,2
Tanvir Ahmed ,2,1,0,18,18,18.00,12,150.00,0,0,1,2,1,0
Usman Salahuddin ,2,2,0,13,8,6.50,28,46.42,0,0,0,0,1,0
Azhar Ali ,14,14,3,452,96,41.09,697,64.84,0,4,39,1,2,0
Adnan Akmal ,5,4,1,62,27,20.66,89,69.66,0,0,3,0,3,0
Aizaz Cheema ,14,6,3,26,9*,8.66,45,57.77,0,0,2,0,2,0
Yasir Shah ,1,-,-,-,-,-,-,-,-,-,-,-,0,0
Rahat Ali ,1,1,1,0,0*,-,0,-,0,0,0,0,0,0
Ehsan Adil ,2,1,1,5,5*,-,10,50.00,0,0,0,0,0,0
Asad Ali ,4,2,0,13,11,6.50,16,81.25,0,0,0,1,0,0
Haris Sohail ,4,3,0,45,26,15.00,66,68.18,0,0,4,0,2,0
Sohaib Maqsood ,10,10,1,363,73,40.33,445,81.57,0,3,28,10,5,0
Anwar Ali ,4,4,2,92,43*,46.00,99,92.92,0,0,9,1,0,0
Bilawal Bhatti ,7,4,1,62,39,20.66,49,126.53,0,0,7,2,0,0
Sharjeel Khan ,5,5,0,101,61,20.20,130,77.69,0,1,11,3,1,0
