Jason Gillespie ,97,39,16,289,44*,12.56,368,78.53,0,0,16,6,10,0
Darren Lehmann ,117,101,22,3078,119,38.96,3784,81.34,4,17,227,14,26,0
Adam Gilchrist ,287,279,11,9619,172,35.89,9922,96.94,16,55,1162,149,417,55
Andy Bichel ,67,36,13,471,64,20.47,600,78.50,0,1,33,10,19,0
Anthony Stuart ,3,1,0,1,1,1.00,7,14.28,0,0,0,0,2,0
Adam Dale ,30,12,8,78,15*,19.50,136,57.35,0,0,3,0,11,0
Michael Di Venuto ,9,9,0,241,89,26.77,281,85.76,0,2,28,0,1,0
Matthew Elliott ,1,1,0,1,1,1.00,6,16.66,0,0,0,0,0,0
Ian Harvey ,73,51,11,715,48*,17.87,811,88.16,0,0,65,8,17,0
Paul Wilson ,11,5,2,4,2,1.33,13,30.76,0,0,0,0,1,0
Jimmy Maher ,26,20,3,438,95,25.76,673,65.08,0,1,40,7,18,0
Brad Young ,6,3,1,31,18,15.50,47,65.95,0,0,2,0,2,0
Andrew Symonds ,198,161,33,5088,156,39.75,5504,92.44,6,30,449,103,82,0
Brett Lee ,221,110,44,1176,59,17.81,1407,83.58,0,3,69,35,54,0
Stuart MacGill ,3,2,1,1,1,1.00,3,33.33,0,0,0,0,2,0
Nathan Bracken ,116,35,18,199,21*,11.70,282,70.56,0,0,10,5,26,0
Simon Katich ,45,42,5,1324,107*,35.78,1926,68.74,1,9,138,4,13,0
Brad Haddin ,105,98,11,2753,110,31.64,3346,82.27,2,16,262,59,146,10
Brad Williams ,25,6,4,27,13*,13.50,46,58.69,0,0,2,0,4,0
Ryan Campbell ,2,2,0,54,38,27.00,70,77.14,0,0,6,0,4,1
Nathan Hauritz ,58,32,17,336,53*,22.40,349,96.27,0,1,21,8,24,0
Shane Watson ,173,152,24,5256,185*,41.06,5827,90.20,9,30,524,120,60,0
Michael Clarke ,236,215,43,7683,130,44.66,9754,78.76,8,55,637,50,100,0
Michael Hussey ,185,157,44,5442,109*,48.15,6243,87.16,3,39,383,80,105,0
James Hopes ,84,61,8,1326,63*,25.01,1415,93.71,0,3,123,6,25,0
Cameron White ,87,73,15,2037,105,35.12,2531,80.48,2,11,142,45,37,0
Stuart Clark ,39,12,7,69,16*,13.80,88,78.40,0,0,6,1,10,0
Brad Hodge ,25,21,2,575,123,30.26,657,87.51,1,3,51,12,16,0
Mick Lewis ,7,1,1,4,4*,-,4,100.00,0,0,0,0,1,0
Mitchell Johnson ,136,79,27,829,73*,15.94,900,92.11,0,2,67,19,29,0
Brett Dorey ,4,1,0,2,2,2.00,8,25.00,0,0,0,0,0,0
Phil Jaques ,6,6,0,125,94,20.83,176,71.02,0,1,16,1,3,0
Dan Cullen ,5,1,1,2,2*,-,3,66.66,0,0,0,0,2,0
Mark Cosgrove ,3,3,0,112,74,37.33,116,96.55,0,1,12,2,0,0
Ben Hilfenhaus ,25,11,8,29,16,9.66,69,42.02,0,0,2,0,10,0
Shaun Tait ,35,7,5,25,11,12.50,29,86.20,0,0,3,1,8,0
Adam Voges ,31,28,9,870,112*,45.78,998,87.17,1,4,61,10,7,0
Ashley Noffke ,1,-,-,-,-,-,-,-,-,-,-,-,0,0
Shaun Marsh ,45,44,2,1667,151,39.69,2164,77.03,3,10,161,18,9,0
Luke Ronchi ,23,19,4,339,64,22.60,269,126.02,0,1,37,13,30,3
David Hussey ,69,61,6,1796,111,32.65,1980,90.70,1,14,130,30,29,0
Brett Geeves ,2,2,2,10,10*,-,11,90.90,0,0,1,0,1,0
Ryan Harris ,21,13,7,48,21,8.00,48,100.00,0,0,3,1,6,0
David Warner ,42,41,0,1287,163,31.39,1562,82.39,2,8,128,16,11,0
Callum Ferguson ,30,25,9,663,71*,41.43,777,85.32,0,5,64,0,7,0
Peter Siddle ,17,4,2,21,9*,10.50,18,116.66,0,0,1,0,1,0
Ben Laughlin ,5,1,1,1,1*,-,9,11.11,0,0,0,0,2,0
Shane Harwood ,1,1,0,0,0,0.00,4,0.00,0,0,0,0,0,0
Doug Bollinger ,39,8,2,50,30,8.33,54,92.59,0,0,5,0,12,0
Marcus North ,2,2,0,6,5,3.00,19,31.57,0,0,0,0,1,0
Dirk Nannes ,1,1,0,1,1,1.00,2,50.00,0,0,0,0,0,0
Tim Paine ,26,26,1,737,111,29.48,1070,68.87,1,5,86,5,35,4
Moises Henriques ,5,5,1,32,12,8.00,52,61.53,0,0,0,0,1,0
Graham Manou ,4,1,0,7,7,7.00,6,116.66,0,0,0,0,5,0
Clint McKay ,59,31,10,190,30,9.04,337,56.37,0,0,15,2,7,0
Steven Smith ,34,23,4,399,46*,21.00,454,87.88,0,0,29,4,15,0
Josh Hazlewood ,2,-,-,-,-,-,-,-,-,-,-,-,0,0
John Hastings ,11,9,4,82,21*,16.40,78,105.12,0,0,9,1,2,0
Mitchell Starc ,19,7,4,122,52*,40.66,121,100.82,0,1,14,0,4,0
Xavier Doherty ,54,21,14,100,15*,14.28,182,54.94,0,0,5,1,17,0
Jason Krejza ,8,2,1,13,7,13.00,23,56.52,0,0,0,0,2,0
James Pattinson ,13,7,3,40,13,10.00,72,55.55,0,0,2,0,2,0
Pat Cummins ,5,3,2,21,11*,21.00,22,95.45,0,0,3,0,0,0
Mitchell Marsh ,4,4,1,39,22,13.00,55,70.90,0,0,5,0,1,0
Daniel Christian ,19,18,5,273,39,21.00,307,88.92,0,0,23,3,10,0
Matthew Wade ,42,38,2,792,75,22.00,1149,68.92,0,4,50,11,43,7
Peter Forrest ,15,14,0,368,104,26.28,561,65.59,1,3,34,4,4,0
Nathan Lyon ,2,2,1,4,4*,4.00,6,66.66,0,0,1,0,1,0
George Bailey ,39,37,6,1647,156,53.12,1802,91.39,2,12,125,36,23,0
Glenn Maxwell ,24,23,5,621,92,34.50,500,124.20,0,6,53,27,9,0
Aaron Finch ,23,22,0,772,148,35.09,836,92.34,3,2,89,16,12,0
Phillip Hughes ,20,19,1,660,138*,36.66,885,74.57,2,2,74,4,5,0
Usman Khawaja ,3,3,1,14,8*,7.00,40,35.00,0,0,1,0,0,0
Ben Cutting ,3,1,0,27,27,27.00,45,60.00,0,0,2,0,1,0
Kane Richardson ,1,1,0,0,0,0.00,1,0.00,0,0,0,0,0,0
James Faulkner ,24,16,5,506,116,46.00,434,116.58,1,3,34,21,5,0
Fawad Ahmed ,3,1,1,4,4*,-,2,200.00,0,0,1,0,0,0
Nathan Coulter-Nile ,7,5,2,49,16,16.33,64,76.56,0,0,2,1,1,0
